iter	Logloss
370	0.2642276165
371	0.2641468338
372	0.2640854257
373	0.2640318709
374	0.2639257407
375	0.2637395555
376	0.2636611203
377	0.2636202431
378	0.2635581374
379	0.2635022877
380	0.2634283665
381	0.2633907766
382	0.2633265969
383	0.2632790319
384	0.2632341106
385	0.2631821395
386	0.2631160473
387	0.2630841575
388	0.2628499511
389	0.2628015718
390	0.2627557618
391	0.2627289306
392	0.2626584042
393	0.2624911175
394	0.262433937
395	0.2623677626
396	0.262308868
397	0.2622249718
398	0.2621892943
399	0.2621483839
400	0.262109615
401	0.2620449727
402	0.2620097152
403	0.2619289928
404	0.261855232
405	0.2618172595
406	0.261775779
407	0.2617451534
408	0.2616992777
409	0.2616719525
410	0.2616352756
411	0.2615646616
412	0.2615144552
413	0.2614799729
414	0.2614236951
415	0.2613745627
416	0.2613116619
417	0.2612622925
418	0.2612375201
419	0.2611823726
420	0.2611442948
421	0.2610890222
422	0.2610519423
423	0.2609957925
424	0.2609689907
425	0.2609269276
426	0.2608763148
427	0.2608498677
428	0.260790063
429	0.2607317238
430	0.260691654
431	0.2606416788
432	0.2605729958
433	0.2605023262
434	0.2604597481
435	0.260425223
436	0.2603666889
437	0.2603425
438	0.2603083552
439	0.2602469406
440	0.2601778712
441	0.2601495282
442	0.2601040298
443	0.2600686508
444	0.2600059835
445	0.2599412494
446	0.2599024415
447	0.2598702941
448	0.2597578362
449	0.2597087964
450	0.2596487005
451	0.2595799893
452	0.2595486387
453	0.2594503229
454	0.2593944982
455	0.2593195377
456	0.2592696534
457	0.2592410727
458	0.2591044658
459	0.2590413474
460	0.2590125359
461	0.2589385489
462	0.2588728221
463	0.2588222116
464	0.2587930182
465	0.2587484542
466	0.2587024584
467	0.2586569413
468	0.2586296786
469	0.2585980744
470	0.2585285424
471	0.2584467952
472	0.2584117955
473	0.2583518677
474	0.2583068042
475	0.2582422314
476	0.2582080748
477	0.2581658121
478	0.2581253107
479	0.2580892967
480	0.2580693953
481	0.2580303752
482	0.257966256
483	0.2579150362
484	0.2578812225
485	0.2578589393
486	0.2578222175
487	0.257695241
488	0.2576666575
489	0.2576187414
490	0.2575662023
491	0.2574652648
492	0.2574339681
493	0.2574112718
494	0.2573431929
495	0.2573172752
496	0.2572973286
497	0.2571726671
498	0.2571407739
499	0.2570230322
500	0.2569752467
501	0.2569354643
502	0.2569101177
503	0.2568331238
504	0.256775156
505	0.2567564379
506	0.2567371572
507	0.256686259
508	0.2566239528
509	0.2565733449
510	0.2565255432
511	0.2564990612
512	0.2563992815
513	0.2563482773
514	0.2563068006
515	0.2562551364
516	0.2562186659
517	0.256197603
518	0.256141686
519	0.2560881107
520	0.2560464895
521	0.2560194446
522	0.2559894349
523	0.255872105
524	0.2558176119
525	0.2557708005
526	0.255751473
527	0.2557251878
528	0.2556788278
529	0.2556006243
530	0.2555731249
531	0.255549913
532	0.2555225072
533	0.2554361753
534	0.2553903776
535	0.255367784
536	0.2553286552
537	0.2552556026
538	0.2552264206
539	0.2551880388
540	0.2551423708
541	0.255076748
542	0.2550220942
543	0.2549742295
544	0.2549283428
545	0.2548842388
546	0.2548401989
547	0.2547877883
548	0.2547635141
549	0.2547427632
550	0.2547061345
551	0.2546789863
552	0.2546508291
553	0.2546146348
554	0.2545963936
555	0.2545561388
556	0.2545295541
557	0.2544853729
558	0.2544244238
559	0.2543557768
560	0.2542978377
561	0.2542321284
562	0.254181758
563	0.2541620835
564	0.2541307513
565	0.254096732
566	0.2540557686
567	0.2540065295
568	0.2539625448
569	0.253898762
570	0.2538594146
571	0.2538309527
572	0.2538078923
573	0.2537847456
574	0.2537464494
575	0.2537035877
576	0.253642577
577	0.2536024538
578	0.2535537057
579	0.2535284881
580	0.2534823627
581	0.2534538274
582	0.2533749692
583	0.2533474952
584	0.2533095867
585	0.2532918545
586	0.2532448356
587	0.2531232549
588	0.2530939765
589	0.2530388914
590	0.2529793595
591	0.2529317696
592	0.2528862546
593	0.2528301832
594	0.2527862475
595	0.2527701665
596	0.2527044067
597	0.2526595421
598	0.2526320136
599	0.2525893422
600	0.2525300834
601	0.2525119963
602	0.2524653151
603	0.2524317099
604	0.2523714781
605	0.2523141043
606	0.2522707918
607	0.2522274198
608	0.2521874134
609	0.2521322117
610	0.2521066101
611	0.2520401577
612	0.252008806
613	0.2519783094
614	0.2519437301
615	0.2519143952
616	0.251865124
617	0.2518155281
618	0.2517752329
619	0.2517444077
620	0.2516983087
621	0.2516495798
622	0.2515942077
623	0.2515713932
624	0.2515333792
625	0.2514935933
626	0.2514634478
627	0.2514199454
628	0.2513916593
629	0.2513573563
630	0.2513261404
631	0.2512995922
632	0.2512627486
633	0.2512116336
634	0.25114356
635	0.2511152297
636	0.2510761707
637	0.2510358517
638	0.2510167293
639	0.2509845878
640	0.2509571916
641	0.2509269836
642	0.2508903096
643	0.2508492698
644	0.2508293324
645	0.2508045945
646	0.2507808962
647	0.2507586198
648	0.2507188984
649	0.2506680796
650	0.2506509697
651	0.250617833
652	0.2505797976
653	0.250555298
654	0.2505325016
655	0.2505068013
656	0.250472591
657	0.2504343825
658	0.250415232
659	0.2503656836
660	0.2502690629
661	0.2502108761
662	0.2501743489
663	0.2501540559
664	0.2500989547
665	0.2500756654
666	0.2500039017
667	0.2499482884
668	0.2499099989
669	0.2498942272
670	0.2498637159
671	0.249804185
672	0.249763084
673	0.2497381048
674	0.2496885314
675	0.2496560215
676	0.2496306762
677	0.2495983116
678	0.2495744848
679	0.249481718
680	0.2494500018
681	0.2493962208
682	0.2493847736
683	0.2493670108
684	0.2493465311
685	0.2493149676
686	0.2492660737
687	0.2492401075
688	0.2491873346
689	0.2491291458
690	0.2491109853
691	0.2490653084
692	0.2489985202
693	0.2489694614
694	0.2489317687
695	0.2488857381
696	0.2488627102
697	0.2487972365
698	0.2487655224
699	0.2487327842
700	0.2487066963
701	0.2486785301
702	0.2486355565
703	0.2485792257
704	0.2485566238
705	0.2485152567
706	0.2484726819
707	0.2484178043
708	0.2483934084
709	0.2483698021
710	0.2483315728
711	0.2482967747
712	0.2482826075
713	0.24824466
714	0.2482158903
715	0.248195605
716	0.2481630577
717	0.2481243391
718	0.2481039805
719	0.2480694783
720	0.2480386577
721	0.2479914002
722	0.2479507108
723	0.2479416801
724	0.247917667
725	0.2478776692
726	0.2478294638
727	0.2478044211
728	0.2477444126
729	0.2477099853
730	0.2476750407
731	0.2476490766
732	0.2476318214
733	0.2475869637
734	0.2475410545
735	0.2475173068
736	0.2474967348
737	0.2474631405
738	0.247447939
739	0.2474345035
740	0.247397317
741	0.2473660646
742	0.2473428035
743	0.2473160316
744	0.2472911614
745	0.2472731517
746	0.2472533368
747	0.2472248127
748	0.2471896822
749	0.2471704775
750	0.2471287481
751	0.2471077724
752	0.2470585869
753	0.2470337302
754	0.2470097951
755	0.2469779026
756	0.2469277567
757	0.2469020889
758	0.2468637027
759	0.2468246607
760	0.246785833
761	0.2467496894
762	0.2467174941
763	0.2466812849
764	0.2466632789
765	0.2466055047
766	0.2465924189
767	0.2465600487
768	0.2465299912
769	0.2465011436
770	0.2464584022
771	0.2464166363
772	0.2463812537
773	0.2462832909
774	0.2462693261
775	0.2462302016
776	0.2462120552
777	0.2461960956
778	0.2461823708
779	0.2461315405
780	0.2461028261
781	0.2460749764
782	0.2460174507
783	0.246005328
784	0.2459558237
785	0.245932034
786	0.2459163753
787	0.2458908567
788	0.2458669354
789	0.2458542706
790	0.2458371836
791	0.2458129282
792	0.2457862414
793	0.2457575922
794	0.2457259346
795	0.2457039681
796	0.2456851678
797	0.2456491906
798	0.2456057496
799	0.2455839793
800	0.2455473242
801	0.245527373
802	0.2455183826
803	0.2454809804
804	0.2454597253
805	0.2454047711
806	0.2453607918
807	0.2452906701
808	0.2452702767
809	0.2452486123
810	0.2451947159
811	0.2451650483
812	0.2451548161
813	0.2451447736
814	0.2451275667
815	0.2451028148
816	0.2450695457
817	0.2450227778
818	0.2450074421
819	0.2449833417
820	0.244941769
821	0.244915679
822	0.2448603866
823	0.2448385226
824	0.2447928581
825	0.2447416931
826	0.2447209653
827	0.2447091058
828	0.244678343
829	0.2446465247
830	0.2446293202
831	0.244591091
832	0.2445564659
833	0.2445236222
834	0.2444749869
835	0.2444564478
836	0.2444364567
837	0.2443869722
838	0.244355466
839	0.2443330121
840	0.2442987
841	0.2442858819
842	0.2442472688
843	0.2442236542
844	0.2442058977
845	0.244194042
846	0.2441374061
847	0.2441131689
848	0.2440842275
849	0.2440607545
850	0.2440420825
851	0.2439771296
852	0.2439690678
853	0.2439185921
854	0.2438231879
855	0.2438113051
856	0.2437602675
857	0.2437399107
858	0.2437208652
859	0.2436738111
860	0.2436364111
861	0.2435928128
862	0.2435665666
863	0.2435205328
864	0.2434801932
865	0.2434506846
866	0.2434348814
867	0.243415915
868	0.2433903263
869	0.2433651217
870	0.2433217017
871	0.2432102535
872	0.2431617991
873	0.2431137768
874	0.2430943142
875	0.243058036
876	0.2430134565
877	0.242993754
878	0.2429620037
879	0.2429528182
880	0.2429300801
881	0.2429171351
882	0.2428992065
883	0.2428765659
884	0.2428330086
885	0.2428084603
886	0.2427894666
887	0.242737395
888	0.2427110057
889	0.2426464013
890	0.2426025487
891	0.2425903462
892	0.2425783116
893	0.242532466
894	0.2424809369
895	0.242469303
896	0.2424517743
897	0.2424247351
898	0.2424055624
899	0.2423942271
900	0.2423737067
901	0.2423627458
902	0.2423470179
903	0.2423122471
904	0.2422713621
905	0.2422311811
906	0.2422174942
907	0.2421840679
908	0.2421270272
909	0.2421183516
910	0.2420852762
911	0.2420774383
912	0.2420588693
913	0.2420278265
914	0.2420190139
915	0.2420087988
916	0.2419558345
917	0.2419136842
918	0.2418631582
919	0.2418036129
920	0.2417902013
921	0.241759218
922	0.2417500475
923	0.2417070935
924	0.2416948974
925	0.2416603894
926	0.2416289803
927	0.241615927
928	0.2415807053
929	0.241567745
930	0.2415207183
931	0.2414822207
932	0.2414733453
933	0.2414552364
934	0.24141773
935	0.2413771666
936	0.2413404949
937	0.2413312382
938	0.241300705
939	0.2412642732
940	0.2412478728
941	0.2412215853
942	0.2411492862
943	0.2411087323
944	0.2410755035
945	0.2410388993
946	0.2410099847
947	0.2409938848
948	0.2408738991
949	0.240855829
950	0.2408393826
951	0.24082412
952	0.2408061964
953	0.2407838438
954	0.240737453
955	0.2407311684
956	0.2407147996
957	0.2407051549
958	0.2406878068
959	0.2406671102
960	0.2406337038
961	0.2406149421
962	0.2406069869
963	0.2405896331
964	0.2405663874
965	0.2405311677
966	0.2405110037
967	0.2404805013
968	0.2404638126
969	0.240430952
970	0.240410522
971	0.2403752427
972	0.2403378876
973	0.2403156431
974	0.2402799499
975	0.2402487938
976	0.2402355561
977	0.2401720492
978	0.2401555275
979	0.2401286736
980	0.2401079834
981	0.2400826759
982	0.2400732396
983	0.2400449392
984	0.2399685571
985	0.2399542241
986	0.2399300235
987	0.2398639779
988	0.2398143266
989	0.2397960158
990	0.2397673356
991	0.2397481733
992	0.2396915612
993	0.2396701917
994	0.2396372442
995	0.2396302144
996	0.2395975492
997	0.2395579024
998	0.2395280472
999	0.2395049582
